Order_ID,Order_Date,Customer_ID,Product,Category,Quantity,Price,City,,,
1383,2025-10-22,C131,Office Chair,Furniture,2,12000,Delhi,,,
1384,2025-01-01,C179,Headphones,Accessories,3,2500,Mumbai,,,
1385,2025-08-02,C124,Desk,Furniture,1,9000,Hyderabad,,,
1386,2025-02-04,C168,Mouse,Accessories,5,800,Hyderabad,,,
1387,2025-10-11,C103,Office Chair,Furniture,4,12000,Kolkata,,,
1388,2025-01-23,C150,Webcam,Accessories,3,3500,Delhi,,,
1389,2025-07-02,C109,Laptop,Electronics,3,60000,Mumbai,,,
1390,2025-10-25,C143,Phone,Electronics,2,30000,Chennai,,,
1391,2025-10-07,C144,Mouse,Accessories,2,800,Kolkata,,,
1392,2025-12-23,C162,Webcam,Accessories,2,3500,Kolkata,,,
1393,2025-02-02,C159,Tablet,Electronics,1,22000,Delhi,,,
1394,2025-01-23,C126,Monitor,Electronics,1,15000,Delhi,,,
1395,2025-09-21,C151,Keyboard,Accessories,5,1800,Bangalore,,,
1396,2025-01-19,C125,Keyboard,Accessories,3,1800,Delhi,,,
1397,2025-12-02,C143,Laptop,Electronics,3,60000,Chennai,,,
1398,2025-08-12,C152,Mouse,Accessories,4,800,Bangalore,,,
1399,2025-04-06,C164,Mouse,Accessories,4,800,Delhi,,,
1400,2025-05-17,C111,Office Chair,Furniture,4,12000,Chennai,,,
1401,2025-11-05,C124,Headphones,Accessories,5,2500,Delhi,,,
1402,2025-02-22,C111,Mouse,Accessories,3,800,Pune,,,
1403,2025-06-06,C158,Keyboard,Accessories,5,1800,Pune,,,
1404,2025-03-27,C157,Headphones,Accessories,3,2500,Bangalore,,,
1405,2025-06-30,C179,Laptop,Electronics,4,60000,Delhi,,,
1406,2025-02-08,C152,Laptop,Electronics,3,60000,Hyderabad,,,
1407,2025-01-16,C119,Tablet,Electronics,5,22000,Pune,,,
1408,2025-01-18,C117,Webcam,Accessories,1,3500,Mumbai,,,
1409,2025-07-05,C150,Mouse,Accessories,5,800,Chennai,,,
1410,2025-03-20,C158,Desk,Furniture,3,9000,Delhi,,,
1411,2025-02-09,C174,Webcam,Accessories,2,3500,Hyderabad,,,
1412,2025-07-23,C141,Mouse,Accessories,3,800,Mumbai,,,
1413,2025-01-14,C124,Phone,Electronics,4,30000,Hyderabad,,,
1414,2025-10-15,C116,Headphones,Accessories,3,2500,Kolkata,,,
1415,2025-12-27,C158,Keyboard,Accessories,2,1800,Hyderabad,,,
1416,2025-12-22,C163,Keyboard,Accessories,2,1800,Chennai,,,
1417,2025-02-07,C158,Tablet,Electronics,2,22000,Pune,,,
1418,2025-02-14,C141,Webcam,Accessories,3,3500,Pune,,,
1419,2025-10-09,C170,Phone,Electronics,3,30000,Delhi,,,
1420,2025-12-31,C123,Tablet,Electronics,3,22000,Hyderabad,,,
1421,2025-03-04,C126,Monitor,Electronics,2,15000,Mumbai,,,
1422,2025-01-14,C147,Webcam,Accessories,5,3500,Hyderabad,,,
1423,2025-08-28,C171,Mouse,Accessories,2,800,Hyderabad,,,
1424,2025-02-03,C140,Phone,Electronics,4,30000,Pune,,,
1425,2025-09-27,C153,Webcam,Accessories,4,3500,Kolkata,,,
1426,2025-02-07,C117,Desk,Furniture,3,9000,Pune,,,
1427,2025-08-19,C160,Phone,Electronics,5,30000,Delhi,,,
1428,2025-10-10,C176,Tablet,Electronics,2,22000,Kolkata,,,
1429,2025-08-10,C165,Tablet,Electronics,1,22000,Kolkata,,,
1430,2025-09-23,C120,Phone,Electronics,3,30000,Mumbai,,,
1431,2025-06-15,C129,Tablet,Electronics,3,22000,Hyderabad,,,
1432,2025-02-10,C133,Keyboard,Accessories,2,1800,Pune,,,
1433,2025-05-21,C117,Office Chair,Furniture,3,12000,Hyderabad,,,
1434,2025-02-17,C165,Office Chair,Furniture,2,12000,Hyderabad,,,
1435,2025-03-20,C122,Desk,Furniture,5,9000,Pune,,,
1436,2025-06-22,C173,Desk,Furniture,1,9000,Kolkata,,,
1437,2025-02-11,C106,Laptop,Electronics,5,60000,Delhi,,,
1438,2025-10-20,C154,Monitor,Electronics,5,15000,Pune,,,
1439,2025-09-12,C170,Laptop,Electronics,3,60000,Pune,,,
1440,2025-09-05,C132,Keyboard,Accessories,4,1800,Delhi,,,
1441,2025-02-07,C108,Webcam,Accessories,2,3500,Bangalore,,,
1442,2025-09-05,C160,Headphones,Accessories,2,2500,Delhi,,,
1443,2025-03-15,C141,Desk,Furniture,3,9000,Pune,,,
1444,2025-07-24,C117,Mouse,Accessories,3,800,Hyderabad,,,
1445,2025-02-24,C141,Office Chair,Furniture,2,12000,Bangalore,,,
1446,2025-05-17,C158,Phone,Electronics,2,30000,Mumbai,,,
1447,2025-01-26,C138,Phone,Electronics,4,30000,Kolkata,,,
1448,2025-08-03,C132,Desk,Furniture,2,9000,Kolkata,,,
1449,2025-10-23,C141,Mouse,Accessories,2,800,Kolkata,,,
1450,2025-09-13,C166,Tablet,Electronics,4,22000,Bangalore,,,
1451,2025-09-12,C103,Keyboard,Accessories,1,1800,Bangalore,,,
1452,2025-08-23,C131,Office Chair,Furniture,2,12000,Hyderabad,,,
1453,2025-01-25,C107,Mouse,Accessories,3,800,Bangalore,,,
1454,2025-12-01,C161,Desk,Furniture,3,9000,Hyderabad,,,
1455,2025-02-25,C156,Laptop,Electronics,2,60000,Delhi,,,
1456,2025-07-26,C147,Mouse,Accessories,1,800,Bangalore,,,
1457,2025-10-19,C172,Laptop,Electronics,2,60000,Delhi,,,
1458,2025-05-28,C110,Office Chair,Furniture,4,12000,Hyderabad,,,
1459,2025-10-09,C136,Webcam,Accessories,5,3500,Pune,,,
1460,2025-03-02,C117,Desk,Furniture,1,9000,Bangalore,,,
1461,2025-06-23,C172,Mouse,Accessories,3,800,Kolkata,,,
1462,2025-04-12,C178,Tablet,Electronics,5,22000,Bangalore,,,
1463,2025-01-21,C106,Office Chair,Furniture,1,12000,Mumbai,,,
1464,2025-08-31,C167,Mouse,Accessories,4,800,Mumbai,,,
1465,2025-09-21,C118,Desk,Furniture,3,9000,Hyderabad,,,
1466,2025-03-25,C151,Mouse,Accessories,5,800,Pune,,,
1467,2025-10-31,C144,Keyboard,Accessories,5,1800,Kolkata,,,
1468,2025-09-30,C163,Office Chair,Furniture,5,12000,Delhi,,,
1469,2025-01-09,C148,Webcam,Accessories,3,3500,Pune,,,
1470,2025-08-02,C175,Phone,Electronics,3,30000,Kolkata,,,
1471,2025-11-02,C161,Laptop,Electronics,3,60000,Pune,,,
1472,2025-10-23,C130,Desk,Furniture,1,9000,Hyderabad,,,
1473,2025-03-29,C168,Webcam,Accessories,5,3500,Kolkata,,,
1474,2025-03-17,C132,Headphones,Accessories,1,2500,Hyderabad,,,
1475,2025-04-08,C103,Phone,Electronics,4,30000,Delhi,,,
1476,2025-03-19,C153,Headphones,Accessories,2,2500,Bangalore,,,
1477,2025-11-10,C161,Office Chair,Furniture,1,12000,Pune,,,
1478,2025-09-23,C127,Tablet,Electronics,5,22000,Delhi,,,
1479,2025-09-27,C149,Webcam,Accessories,3,3500,Mumbai,,,
1480,2025-09-30,C144,Webcam,Accessories,5,3500,Delhi,,,
1481,2025-11-09,C162,Keyboard,Accessories,2,1800,Mumbai,,,
1482,2025-10-13,C139,Keyboard,Accessories,2,1800,Delhi,,,
1483,2025-12-27,C127,Keyboard,Accessories,4,1800,Delhi,,,
1484,2025-06-28,C172,Webcam,Accessories,3,3500,Delhi,,,
1485,2025-10-21,C170,Phone,Electronics,4,30000,Bangalore,,,
1486,2025-03-16,C138,Mouse,Accessories,1,800,Delhi,,,
1487,2025-06-27,C157,Phone,Electronics,3,30000,Pune,,,
1488,2025-04-20,C126,Webcam,Accessories,5,3500,Delhi,,,
1489,2025-12-23,C135,Office Chair,Furniture,2,12000,Chennai,,,
1490,2025-10-28,C131,Desk,Furniture,2,9000,Chennai,,,
1491,2025-04-26,C130,Office Chair,Furniture,1,12000,Chennai,,,
1492,2025-06-19,C161,Headphones,Accessories,1,2500,Pune,,,
1493,2025-01-03,C171,Tablet,Electronics,2,22000,Bangalore,,,
1494,2025-09-02,C126,Webcam,Accessories,3,3500,Delhi,,,
1495,2025-11-27,C108,Keyboard,Accessories,1,1800,Pune,,,
1496,2025-04-29,C169,Desk,Furniture,1,9000,Mumbai,,,
1497,2025-04-01,C105,Headphones,Accessories,4,2500,Kolkata,,,
1498,2025-04-06,C138,Webcam,Accessories,1,3500,Chennai,,,
1499,2025-10-18,C178,Keyboard,Accessories,1,1800,Delhi,,,
1500,2025-08-21,C170,Keyboard,Accessories,5,1800,Bangalore,,,
